family	region	genome	locus_tag	original_product	transferred_product	origin	source_genomes	n_sources	n_agree	n_disagree	group_size
1	JABEAZ010000003.1.region001	Pantoea_ananatis_PNA_200_7	ctg15_270		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JALKKN010000004.1.region001	Pantoea_ananatis_200-2	ctg24_241		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	FPJM01000004.1.region001	Pantoea_ananatis_NFR11	SAMN03097714_3616	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	FMN-dependent oxidoreductase, nitrilotriacetate monooxygenase family	observed					180
1	JABEAW010000005.1.region001	Pantoea_ananatis_PNA_200_11	ctg17_241		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JABEBQ010000003.1.region001	Pantoea_ananatis_PNA_99_7	ctg20_240		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JBSPZY010000003.1.region001	Pantoea_ananatis_117T1	ACWXWA_09535	LLM class flavin-dependent oxidoreductase	LLM class flavin-dependent oxidoreductase	observed					180
1	JABEBO010000003.1.region001	Pantoea_ananatis_PNA_99_3	ctg18_189		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JASHLP010000011.1.region001	Pantoea_ananatis_BAV3096	QM553_14260	LLM class flavin-dependent oxidoreductase	LLM class flavin-dependent oxidoreductase	observed					180
1	NMZV01000006.1.region001	Pantoea_ananatis_PANS_04-2	CG432_16755	nitrilotriacetate monooxygenase	nitrilotriacetate monooxygenase	observed					180
1	JALKIU010000007.1.region001	Pantoea_ananatis_4-2	ctg29_19		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JALKKD010000002.1.region001	Pantoea_ananatis_98-2	ctg22_212		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	NMZR01000002.1.region001	Pantoea_ananatis_PANS_99-3	CG427_07320	FMN-dependent monooxygenase	FMN-dependent monooxygenase	observed					180
1	JALKJO010000003.1.region001	Pantoea_ananatis_99-4	ctg25_286		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JALKLP010000004.1.region001	Pantoea_ananatis_99-3	ctg28_187		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JABDZD010000007.1.region001	Pantoea_ananatis_PANS_4_2	ctg21_19		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	BATH01000003.1.region001	Pantoea_ananatis_DAR_76143_DAR76143	ctg123_33		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JABEBH010000003.1.region001	Pantoea_ananatis_PNA_98_2	ctg18_413		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JABDZP010000003.1.region001	Pantoea_ananatis_PANS_99_4	ctg16_310		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	QRDI01000007.1.region001	Pantoea_ananatis_PANS_02-01	C7423_10723	FMN-dependent oxidoreductase (nitrilotriacetate monooxygenase family)	FMN-dependent oxidoreductase (nitrilotriacetate monooxygenase family)	observed					180
1	JALKLZ010000006.1.region001	Pantoea_ananatis_99-12	ctg45_86		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JALKLX010000012.1.region001	Pantoea_ananatis_99-9_2	ctg3_55		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JALKMA010000009.1.region001	Pantoea_ananatis_99-11	ctg47_84		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	CM188849.1.region001	Pantoea_ananatis_RP1	ctg1_917		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JALKLT010000002.1.region001	Pantoea_ananatis_98-1	ctg22_430		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JABDZE010000004.1.region001	Pantoea_ananatis_PANS_99_11	ctg29_237		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JABEBS010000011.1.region001	Pantoea_ananatis_PNA_99_9	ctg2_61		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JALKLQ010000001.1.region001	Pantoea_ananatis_2-6	ctg11_217		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JBQOUT010000004.1.region001	Pantoea_ananatis_20WA0254	ACTUTK_11515	LLM class flavin-dependent oxidoreductase	LLM class flavin-dependent oxidoreductase	observed					180
1	JBQOUP010000011.1.region001	Pantoea_ananatis_20NY0427	ACTUSN_14230	LLM class flavin-dependent oxidoreductase	LLM class flavin-dependent oxidoreductase	observed					180
1	JABDYY010000005.1.region001	Pantoea_ananatis_PANS_2_6	ctg15_239		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	CP014207.1.region001	Pantoea_ananatis_R100	AW734_00300	nitrilotriacetate monooxygenase	nitrilotriacetate monooxygenase	observed					180
1	JALKKS010000005.1.region001	Pantoea_ananatis_2-1	ctg27_240		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JABEAA010000005.1.region001	Pantoea_ananatis_PNA_07_14	ctg19_240		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	QGTO01000003.1.region001	Pantoea_ananatis_PNA_98-11	C7426_103322	FMN-dependent oxidoreductase (nitrilotriacetate monooxygenase family)	FMN-dependent oxidoreductase (nitrilotriacetate monooxygenase family)	observed					180
1	JALKKT010000005.1.region001	Pantoea_ananatis_07-14	ctg25_107		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JABDYW010000005.1.region001	Pantoea_ananatis_PANS_2_1	ctg22_240		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	JALKKB010000003.1.region001	Pantoea_ananatis_98-11	ctg29_288		LLM class flavin-dependent oxidoreductase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	28	28	24	180
1	CM168046.1.region001	Pantoea_ananatis_SK-1	AC1EW0_18310	LLM class flavin-dependent oxidoreductase	LLM class flavin-dependent oxidoreductase	observed					180
1	AYST01000002.1.region001	Pantoea_ananatis_BRT98	V461_00410	phosphoenolpyruvate phosphomutase	phosphoenolpyruvate phosphomutase	observed					180
1	CP086009.1.region001	Pantoea_ananatis_VY148	LLG94_05190	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JALKLU010000003.1.region001	Pantoea_ananatis_99-14	ctg17_269		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKLK010000004.1.region001	Pantoea_ananatis_03-1	ctg21_144		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	HE617160.1.region001	Pantoea_ananatis_LMG_5342	PANA5342_0777	phosphoenolpyruvate phosphomutase	phosphoenolpyruvate phosphomutase	observed					180
1	JALKIR010000004.1.region001	Pantoea_ananatis_99-10	ctg36_102		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKKE010000006.1.region001	Pantoea_ananatis_98-8	ctg24_145		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKJJ010000001.1.region001	Pantoea_ananatis_99-18	ctg11_353		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKJZ010000005.1.region001	Pantoea_ananatis_200-7	ctg19_133		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABDZL010000010.1.region001	Pantoea_ananatis_PANS_99_31	ctg11_88		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKJD010000001.1.region001	Pantoea_ananatis_19-8	ctg66_111		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	QGGN01000004.1.region001	Pantoea_ananatis_PNA_200-7	C7421_104135	phosphoenolpyruvate phosphomutase	phosphoenolpyruvate phosphomutase	observed					180
1	JABEAI010000003.1.region001	Pantoea_ananatis_PNA_15_1	ctg14_281		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABEAS010000003.1.region001	Pantoea_ananatis_PNA_18_7S	ctg14_273		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	AP019753.1.region001	Pantoea_ananatis_FU-01	PAFU01_07920	hypothetical protein	phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKLV010000004.1.region001	Pantoea_ananatis_99-2	ctg21_115		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKJX010000006.1.region001	Pantoea_ananatis_200-11	ctg23_148		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JAKZMT010000004.1.region001	Pantoea_ananatis_20TX0087	MND01_13175	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JALKJH010000002.1.region001	Pantoea_ananatis_06-1	ctg12_334		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	CVNG01000056.1.region001	Pantoea_ananatis_S7	BN1183_CH_00630	Phosphonopyruvate hydrolase	Phosphonopyruvate hydrolase	observed					180
1	JALKJT010000003.1.region001	Pantoea_ananatis_18-5	ctg16_273		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JBYHZF010000005.1.region001	Pantoea_ananatis_PP094-PanT1S3	AC26BP_02865	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JABEAO010000004.1.region001	Pantoea_ananatis_PNA_18_3S	ctg15_144		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKLR010000003.1.region001	Pantoea_ananatis_2-7	ctg20_144		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JBYHZL010000009.1.region001	Pantoea_ananatis_JEL0891	AC26FO_06185	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	CP166503.1.region001	Pantoea_ananatis_LPP-1	ctg1_3153		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABDZM010000004.1.region001	Pantoea_ananatis_PANS_99_32	ctg11_149		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKJY010000008.1.region001	Pantoea_ananatis_200-12	ctg27_170		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABDZZ010000004.1.region001	Pantoea_ananatis_PNA_07_13	ctg14_243		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKMB010000001.1.region001	Pantoea_ananatis_99-14_2	ctg11_216		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	LYOQ01000033.1.region001	Pantoea_ananatis_B7	A8L49_10945	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JABDZY010000003.1.region001	Pantoea_ananatis_PNA_07_10	ctg7_264		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JFZU01000015.1.region001	Pantoea_ananatis_LMG_2665	ctg15_238		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKJS010000003.1.region001	Pantoea_ananatis_18-3S	ctg23_341		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JBNFPX010000006.1.region001	Pantoea_ananatis_J-2	ACP3PF_12180	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JALKIQ010000056.1.region001	Pantoea_ananatis_19-20	ctg96_3		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	CP003085.1.region001	Pantoea_ananatis_PA13	PAGR_g0790	phosphoenolpyruvate phosphomutase PepM	phosphoenolpyruvate phosphomutase PepM	observed					180
1	CP059084.1.region001	Pantoea_ananatis_OC5a	H0Z12_05220	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JABEBL010000005.1.region001	Pantoea_ananatis_PNA_99_1	ctg19_241		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKLD010000003.1.region001	Pantoea_ananatis_99-27	ctg11_239		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABEBJ010000003.1.region001	Pantoea_ananatis_PNA_98_7	ctg22_235		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JBSSGC010000003.1.region001	Pantoea_ananatis_TE32200	ACVW06_000450	phosphoenolpyruvate phosphomutase	phosphoenolpyruvate phosphomutase	observed					180
1	JABDYX010000003.1.region001	Pantoea_ananatis_PANS_2_5	ctg17_297		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABDYZ010000004.1.region001	Pantoea_ananatis_PANS_2_7	ctg18_144		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKKY010000002.1.region001	Pantoea_ananatis_97-3	ctg17_273		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABEBB010000005.1.region001	Pantoea_ananatis_PNA_92_7	ctg16_240		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKKP010000002.1.region001	Pantoea_ananatis_15-1	ctg20_318		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKJU010000001.1.region001	Pantoea_ananatis_18-5S	ctg111_59		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABDYR010000003.1.region001	Pantoea_ananatis_PANS_1_2	ctg15_170		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABDZA010000004.1.region001	Pantoea_ananatis_PANS_2_8	ctg18_296		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JAUHJU010000015.1.region001	Pantoea_ananatis_B13	QYF33_17005	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JALKKG010000002.1.region001	Pantoea_ananatis_99-6	ctg22_240		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JBQOUR010000003.1.region001	Pantoea_ananatis_20PA0260	ACTUSX_06410	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	QTTO01000005.1.region001	Pantoea_ananatis_PNA_07-10	C7424_3183	phosphoenolpyruvate phosphomutase	phosphoenolpyruvate phosphomutase	observed					180
1	JASHLO010000001.1.region001	Pantoea_ananatis_BAV3127	QM574_05175	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JABEAE010000005.1.region001	Pantoea_ananatis_PNA_08_1	ctg15_145		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABEBP010000003.1.region001	Pantoea_ananatis_PNA_99_6	ctg23_148		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKKA010000005.1.region001	Pantoea_ananatis_92-7	ctg24_264		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKJI010000004.1.region001	Pantoea_ananatis_02-12	ctg25_240		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABDZV010000007.1.region001	Pantoea_ananatis_PNA_05_1	ctg22_243		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	CP090356.1.region001	Pantoea_ananatis_JBR-LB3-16	LVR30_02220	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JALKKH010000003.1.region001	Pantoea_ananatis_99-8	ctg17_146		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	NMZZ01000004.1.region001	Pantoea_ananatis_PNA_15-1	CG436_13260	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JALKJK010000004.1.region001	Pantoea_ananatis_2-8	ctg20_335		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	LYOP01000033.1.region001	Pantoea_ananatis_M232A	A8L50_13095	phosphoenolpyruvate mutase	phosphoenolpyruvate mutase	observed					180
1	JALKLN010000002.1.region001	Pantoea_ananatis_07-1	ctg22_272		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKLO010000002.1.region001	Pantoea_ananatis_07-10	ctg13_263		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JABDZH010000004.1.region001	Pantoea_ananatis_PANS_99_25	ctg14_218		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
1	JALKKQ010000003.1.region001	Pantoea_ananatis_18-2	ctg13_220		phosphoenolpyruvate mutase	transferred	Pantoea_ananatis_117T1;Pantoea_ananatis_13.3;Pantoea_ananatis_20NY0427;Pantoea_ananatis_20NY0487;Pantoea_ananatis_20PA0260	37	37	14	180
